customerID,MonthlyCharges,TotalCharges,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,tenure_bin
2408-tzmjl,0.9144278606965174,0.741893607200554,1,1,0,1,0,59,1,2,1,2,2,2,0,2,2,1,1,2,4
8480-pponv,0.9681592039800994,0.8239383798753751,0,1,0,1,1,62,1,2,1,2,2,2,2,2,2,2,0,0,5
8780-ihcrn,0.06368159203980098,0.17951765520424648,0,1,0,1,1,63,1,2,2,1,1,1,1,1,1,2,0,1,5
4598-zadck,0.3517412935323383,0.33007154396492033,0,0,0,0,0,53,0,1,0,2,2,2,2,2,0,1,1,2,4
1257-sxuxq,0.011940298507462671,0.007760212324024925,0,1,0,1,1,5,1,0,2,1,1,1,1,1,1,0,0,3,0
9681-kygyb,0.6960199004975124,0.47780406185091157,0,1,1,1,0,49,1,2,1,2,2,2,0,0,0,0,1,2,4
7182-ovlbj,0.8248756218905472,0.7638529886914378,0,0,0,1,1,62,1,2,1,2,0,0,0,2,2,2,1,0,5
5095-etbrj,0.3835820895522387,0.3569409185321948,0,0,0,1,0,55,1,0,0,2,2,0,2,0,0,2,0,3,4
7005-cyuil,0.8074626865671642,0.8250000000000001,0,0,1,1,0,71,1,0,1,2,2,2,2,2,0,2,1,2,5
4821-wqoyn,0.01840796019900498,0.15087122086314333,0,0,0,1,1,72,1,0,2,1,1,1,1,1,1,2,1,1,5
4730-awnau,0.4223880597014925,0.2556831294714978,0,1,0,1,1,36,0,1,0,2,0,2,2,2,2,1,0,1,2
3452-flhyd,0.026865671641791017,0.054967689822294025,0,1,0,1,0,25,1,0,2,1,1,1,1,1,1,1,1,0,2
2388-laesq,0.9611940298507461,0.9576678975305793,0,0,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,0,5
9531-nsbmr,0.009950248756218888,0.07627509808446804,0,0,0,0,0,36,1,0,2,1,1,1,1,1,1,1,1,0,2
6260-onulr,0.4432835820895522,0.005077313639510732,0,1,0,0,0,1,1,0,0,0,0,0,0,2,2,0,1,3,0
4389-uefcz,0.8681592039800995,0.8683591045465036,0,0,0,1,0,72,1,2,1,2,0,2,0,2,2,2,1,2,5
8711-lobky,0.015920398009950265,0.13494691899376876,0,1,0,1,1,59,1,0,2,1,1,1,1,1,1,2,0,3,4
9134-ceqmf,0.708955223880597,0.07591737825986615,1,1,1,1,0,7,1,0,1,0,0,0,0,2,2,0,1,2,0
8985-oopos,0.5557213930348258,0.006381260096930532,0,0,0,0,0,1,1,0,0,0,0,2,2,2,2,1,0,1,0
8800-zkrfw,0.8880597014925372,0.37199399953842605,0,0,0,1,1,30,1,2,1,0,2,2,2,2,2,0,1,2,2
2616-flvqc,0.012935323383084563,0.1409358412185553,0,1,0,0,0,64,1,0,2,1,1,1,1,1,1,2,0,3,5
9968-ffvvh,0.5029850746268656,0.47225363489499195,0,1,0,0,0,63,1,2,0,2,2,2,2,0,0,1,0,0,5
3108-pccgg,0.6587064676616915,0.6786348949919225,0,1,1,1,0,72,1,2,0,2,2,2,0,2,2,2,0,1,5
7993-pykof,0.5646766169154228,0.07086891299330719,1,1,0,1,0,8,1,0,1,2,0,0,0,0,0,0,0,2,0
8390-fesfv,0.6592039800995024,0.597092084006462,0,0,0,0,0,62,1,2,0,0,2,2,2,2,2,2,0,0,5
3022-bexhz,0.9248756218905473,0.8668359104546504,0,1,0,1,1,67,1,2,1,0,2,2,2,2,2,2,1,0,5
5027-xwqha,0.26368159203980096,0.0290964689591507,1,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,2,0
6248-tkcqv,0.6203980099502486,0.6279021463189476,0,0,0,1,1,70,1,2,0,2,0,0,2,2,2,2,1,0,5
6729-gdngc,0.6213930348258706,0.18409877682898687,0,0,1,0,0,20,1,0,1,0,0,0,0,2,0,0,0,0,1
6198-zfioj,0.5706467661691541,0.04427648280636973,0,0,0,0,0,5,1,2,1,0,0,0,0,0,0,0,0,2,0
5989-omnje,0.39154228855721396,0.1556600507731364,0,0,0,1,1,24,0,1,0,2,2,2,0,2,2,1,0,2,1
4566-qvrrw,0.2567164179104477,0.053646434341103166,1,0,0,1,0,11,1,0,0,0,0,0,0,0,0,0,1,2,0
1291-cuocy,0.9189054726368159,0.9166166628202169,0,1,0,1,0,72,1,2,1,0,2,2,2,2,2,2,1,1,5
9795-shuhb,0.39751243781094525,0.4375721209323794,0,0,0,1,1,66,1,0,0,2,2,0,2,0,0,2,1,1,5
3230-iualn,0.6243781094527363,0.40558504500346176,0,0,0,1,1,45,1,0,0,2,0,2,2,2,2,2,1,3,3
0042-rlhyp,0.014427860696517386,0.15902377105931229,0,0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,5
8519-imdhu,0.6701492537313432,0.15309831525501963,1,1,1,1,0,15,1,2,1,0,0,0,0,0,2,0,1,0,1
4945-rvmte,0.41094527363184075,0.1878202169397646,0,0,0,0,0,28,1,0,0,0,0,2,0,2,0,0,1,0,2
0201-oamxr,0.9681592039800994,0.9357027463651051,1,0,0,0,0,70,1,2,1,2,2,2,2,2,2,1,0,1,5
1866-nxpsp,0.5701492537313433,0.30710246942072467,0,0,0,0,0,36,1,0,0,2,2,2,2,0,2,1,1,3,2
3372-kwfbm,0.6800995024875621,0.14564966535887378,1,1,1,0,0,16,1,2,1,0,0,0,0,2,0,0,1,2,1
7831-qgoxh,0.6661691542288557,0.17714054927302103,1,0,0,0,0,18,1,2,1,0,0,0,0,2,0,0,1,2,1
6393-wryze,0.7900497512437811,0.36796099699976925,1,0,0,1,0,34,1,2,1,0,0,0,0,2,2,0,1,2,2
3941-xtskm,0.2671641791044776,0.23427763674128782,0,1,0,1,1,42,0,1,0,0,2,2,0,0,2,1,1,1,3
1661-czbau,0.5243781094527363,0.4166166628202169,0,1,0,0,0,48,1,2,0,2,0,0,2,0,2,1,1,0,3
6599-rclcj,0.908457711442786,0.5891703207939073,1,1,0,1,0,47,1,2,1,0,2,2,2,2,2,0,1,2,3
9831-bpfri,0.7094527363184079,0.39875951996307407,1,0,0,1,1,39,1,2,1,0,2,2,2,0,0,1,1,2,3
5158-rivop,0.026368159203980085,0.021174705746595895,0,0,0,1,1,11,1,0,2,1,1,1,1,1,1,2,0,1,0
9788-ytfge,0.01691542288557213,0.014851142395568888,0,1,0,0,0,7,1,0,2,1,1,1,1,1,1,0,1,3,0
9277-joomo,0.06318407960199005,0.007794830371567043,0,0,0,0,0,3,1,2,2,1,1,1,1,1,1,0,0,3,0
1907-ylnyw,0.482089552238806,0.06464343411031619,0,1,0,0,0,8,1,0,0,2,0,2,0,0,2,0,1,2,0
1725-mimxw,0.011940298507462671,7.500576967459007e-05,1,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,0
8947-yrtdv,0.7616915422885572,0.3591910916224325,0,1,0,1,1,32,1,0,1,2,2,2,0,0,2,1,0,3,2
3161-onrwk,0.47363184079601983,0.4511308562197092,0,1,0,1,1,60,1,0,0,2,2,2,2,0,0,1,1,0,4
0114-rsrrw,0.01691542288557213,0.01949573044080314,0,0,0,1,0,10,1,0,2,1,1,1,1,1,1,0,1,0,0
4565-nlzbv,0.06368159203980098,0.19517078236787447,0,0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,1,0,5
0031-pvlzi,0.020895522388059695,0.006640895453496423,1,0,0,1,1,4,1,0,2,1,1,1,1,1,1,0,0,3,0
7206-gzcdc,0.5074626865671642,0.0058216016616662826,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,0
6682-vcixc,0.32835820895522383,0.24611123932610202,0,0,0,1,1,43,0,1,0,2,2,0,2,2,0,1,1,0,3
4791-qrgmf,0.808457711442786,0.6857027463651051,1,1,0,1,0,59,1,2,1,0,0,2,0,2,2,1,1,0,4
6475-vhuiz,0.35820895522388063,0.13878952227094393,0,0,0,1,0,23,1,0,0,0,0,2,2,0,0,0,0,2,1
3910-mrqoy,0.011442786069651711,0.1705111931687053,0,0,0,1,0,72,1,0,2,1,1,1,1,1,1,2,0,0,5
0661-wcqnq,0.37810945273631835,0.14694207246711286,0,1,0,1,0,22,1,0,0,2,0,0,2,0,0,1,1,1,1
7537-rbwea,0.06865671641791044,0.0007327486729748439,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,0
4656-caurt,0.056716417910447736,0.1955111931687053,0,1,0,0,0,69,1,2,2,1,1,1,1,1,1,2,0,0,5
0121-snyrk,0.1706467661691542,0.19964228017539812,0,1,0,0,0,50,0,1,0,2,0,0,2,0,0,1,1,3,4
1768-zaifu,0.06915422885572137,0.0007385183475651972,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0
4671-lxrdq,0.26616915422885573,0.008960304638818372,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,3,0
3733-lsyce,0.5681592039800994,0.1264424186475883,0,0,0,1,0,15,1,0,1,0,2,0,0,0,0,0,0,0,1
6265-frmtq,0.021393034825870627,0.06811677821370876,0,1,0,0,0,31,1,0,2,1,1,1,1,1,1,2,0,0,2
1934-sjvjk,0.018905472636815884,0.00015578121393953342,1,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,0
3838-ozurd,0.86318407960199,0.8209612277867528,1,1,0,1,0,66,1,2,1,0,2,2,0,2,2,0,1,1,5
1371-dwpaz,0.3761194029850746,0.15909012231710132,0,0,0,1,1,0,0,1,0,2,2,2,2,2,0,2,0,1,6
9269-cqool,0.36268656716417913,0.0173840295407339,1,1,0,0,1,3,1,0,0,0,0,0,0,2,0,0,1,1,0
2017-ccblh,0.01741293532338306,0.014170320793907221,0,0,0,0,0,8,1,0,2,1,1,1,1,1,1,2,0,3,0
7690-kpncu,0.545273631840796,0.5388702977152088,0,1,0,1,1,64,1,0,0,2,0,2,0,2,2,1,1,1,5
0536-bgfmz,0.02238805970149252,0.06280290791599354,0,0,0,1,0,28,1,0,2,1,1,1,1,1,1,0,0,3,2
2293-ijwps,0.8208955223880597,0.6884606508192938,0,0,0,1,0,57,1,2,1,0,0,2,0,2,2,1,1,1,4
2845-hsjcy,0.6865671641791045,0.14306485114239556,1,0,0,1,1,14,1,2,1,0,0,2,0,0,2,0,1,2,1
5469-nujur,0.01691542288557213,0.04093007154396493,0,1,0,0,0,19,1,0,2,1,1,1,1,1,1,2,1,3,1
1184-pjvdb,0.6139303482587065,0.09674590353104086,1,1,0,1,0,10,1,0,1,0,0,0,0,2,0,0,1,2,0
2625-trczq,0.3124378109452736,0.2924705746595892,0,0,0,1,0,51,0,1,0,0,2,0,0,2,2,0,1,2,4
4102-hlenu,0.4716417910447761,0.4966593584121856,0,0,0,1,0,67,1,2,0,2,2,2,0,0,0,2,0,3,5
7266-gssjx,0.021890547263681587,0.026771290099238405,0,1,0,1,1,11,1,0,2,1,1,1,1,1,1,0,1,2,0
7722-vjrqd,0.4248756218905473,0.522761366258943,0,1,0,1,1,72,0,1,0,2,0,2,2,2,2,2,0,0,5
7073-qetqy,0.020895522388059695,0.15470805446572813,0,1,0,1,1,66,1,0,2,1,1,1,1,1,1,1,1,2,5
9415-dpews,0.6975124378109452,0.1869951534733441,1,0,0,0,0,18,1,2,1,0,0,0,2,2,0,0,1,2,1
5624-ryamh,0.01243781094527363,0.018468728363720287,0,0,0,0,0,9,1,0,2,1,1,1,1,1,1,0,1,2,0
0196-jtuqi,0.5666666666666667,0.07097276713593355,0,0,0,0,0,9,1,2,1,0,0,0,0,0,0,0,1,1,0
7130-yxbro,0.927363184079602,0.6111585506577429,0,1,0,1,0,48,1,2,1,2,2,2,0,2,2,0,1,0,3
9272-lsvyh,0.5164179104477612,0.0827025155781214,0,1,0,0,0,10,1,0,1,0,0,0,0,0,0,0,0,3,0
7943-rqchr,0.7611940298507462,0.10051927071313178,1,0,0,0,0,9,1,2,1,0,0,0,0,2,2,0,1,2,0
3793-mmfuh,0.7641791044776118,0.14668820678513733,1,0,1,0,0,13,1,2,1,0,0,0,0,2,2,0,1,2,1
3249-zpqrg,0.5990049751243781,0.03591622432494808,1,1,0,0,0,4,1,2,1,0,2,0,0,0,0,0,0,2,0
2568-brgyx,0.5169154228855721,0.025288483729517655,1,1,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,2,0
3084-dowle,0.7338308457711442,0.7449342257096699,0,0,0,1,0,72,1,2,0,2,2,2,2,2,2,2,0,0,5
1084-mnsmj,0.6691542288557214,0.5080948534502654,0,0,0,1,1,51,1,0,0,2,2,2,2,2,2,2,0,1,4
7721-jxeaw,0.226865671641791,0.2808562197092084,1,1,0,1,0,59,0,1,0,0,2,0,0,0,2,0,1,0,4
7249-wbiyx,0.6701492537313432,0.09174359566120471,1,1,0,1,0,10,1,2,1,0,0,0,0,2,0,0,1,2,0
4238-hfhsn,0.6358208955223881,0.5638183706438957,0,1,1,1,0,61,1,2,1,0,2,0,0,0,0,0,1,2,5
6250-cggun,0.6582089552238807,0.515260789291484,0,1,0,0,0,54,1,0,1,2,0,2,2,0,0,1,0,2,4
5478-jjvzk,0.42437810945273624,0.23252365566582045,0,0,0,0,0,33,1,2,0,2,2,0,0,0,0,0,1,3,2
7596-iiwyc,0.019900497512437804,0.059935379644588054,0,0,0,0,0,27,1,0,2,1,1,1,1,1,1,2,1,0,2
6567-hoopw,0.6064676616915423,0.006969766905146549,1,0,1,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,0
9793-wecqc,0.7666666666666666,0.25087699053773366,0,1,0,0,0,23,1,0,1,0,2,0,0,2,2,0,0,3,1
4291-hpaxl,0.015920398009950265,0.00012116316639741503,0,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,0
8999-ypybv,0.6577114427860695,0.44302446342026314,0,1,0,1,1,45,1,0,0,2,2,2,2,2,2,2,1,3,3
1839-fbnfr,0.015920398009950265,0.0964689591507039,0,0,0,1,1,39,1,0,2,1,1,1,1,1,1,2,1,0,3
3164-aalrn,0.5149253731343283,0.0379183014078006,1,1,0,0,0,5,1,0,0,0,0,2,0,2,2,1,1,3,0
3071-mvjcd,0.6373134328358209,0.6688610662358643,0,1,0,1,1,72,1,2,0,2,2,2,2,2,0,2,0,0,5
1697-bcshv,0.48308457711442776,0.45598892222478654,0,0,0,1,1,58,1,2,0,0,2,0,0,2,0,0,1,0,4
0562-kbdvm,0.26218905472636816,0.35072120932379414,0,0,0,0,0,70,0,1,0,2,2,2,2,0,0,2,1,0,5
1131-suekt,0.7980099502487562,0.7069466882067851,0,1,0,1,1,61,1,0,1,0,2,0,2,2,2,1,1,0,5
3717-oeauq,0.5218905472636816,0.012739441495499652,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,3,0
4538-wntmj,0.06666666666666665,0.13236787445188095,0,0,0,1,1,46,1,2,2,1,1,1,1,1,1,1,0,3,3
3334-cthol,0.3154228855721393,0.003594507269789984,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0
4704-eryfc,0.5074626865671642,0.17715208862220172,1,0,0,1,0,22,1,0,1,0,0,0,0,0,0,0,1,2,1
9432-ruvsl,0.8383084577114427,0.5637491345488115,0,0,0,0,0,48,1,0,1,2,0,2,2,2,2,2,1,1,3
8060-hiwjj,0.6796019900497512,0.6477902146318948,0,1,0,0,0,64,1,2,0,0,2,2,2,2,2,2,0,1,5
7684-xsziy,0.06019900497512437,0.187450957765982,0,1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,0,5
9089-uowjg,0.39900497512437816,0.08328525271174705,0,0,0,1,1,12,1,0,0,0,0,2,0,2,0,0,1,1,0
8621-mnihh,0.7562189054726368,0.36911493191783984,1,0,1,1,0,34,1,2,1,0,2,2,0,0,2,0,1,2,2
8039-aclpl,0.5024875621890547,0.5618970690053081,0,0,0,1,1,72,1,0,0,2,2,2,0,0,2,2,0,1,5
9885-aibvb,0.672139303482587,0.2794195707362105,0,1,0,1,0,29,1,2,1,0,2,2,0,0,0,0,1,2,2
1934-mkpxs,0.01840796019900498,0.0694380336948996,0,1,0,1,1,33,1,0,2,1,1,1,1,1,1,1,0,1,2
2592-ykdif,0.020895522388059695,0.00017885991230094612,0,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,0
2272-jkmsi,0.9208955223880596,0.7872317101315486,0,0,0,1,1,62,1,2,1,0,2,2,2,2,2,1,1,2,5
0471-lvhgk,0.5447761194029851,0.34414954996538194,1,1,0,1,0,41,1,2,0,0,0,2,0,2,2,1,1,2,3
9518-rwhzl,0.8139303482587064,0.7195245788137549,1,0,0,0,0,64,1,2,1,0,0,2,0,2,2,1,1,1,5
8714-ctzjw,0.6427860696517412,0.03471036233556428,0,0,0,0,0,4,1,0,1,0,0,2,0,0,2,0,1,1,0
3569-edbpq,0.6577114427860695,0.22146895915070391,0,0,0,0,0,24,1,2,1,2,0,0,2,0,0,0,1,2,1
3131-nwvfj,0.012935323383084563,0.03181398569120702,0,0,0,1,1,14,1,0,2,1,1,1,1,1,1,1,0,3,1
7521-yxvzy,0.01691542288557213,0.004558042926378952,0,1,0,0,1,3,1,0,2,1,1,1,1,1,1,0,0,3,0
5419-conwx,0.8114427860696517,0.04893261020078468,1,0,1,0,0,4,1,0,1,0,2,2,0,2,2,0,1,1,0
6240-eurks,0.16666666666666663,0.06164320332333256,1,0,0,0,1,18,0,1,0,0,0,0,0,0,2,0,1,2,1
2373-ntkod,0.4776119402985074,0.06088737595199632,0,1,0,0,0,8,1,0,0,0,0,0,0,2,2,0,1,2,0
1970-kkfwl,0.05024875621890548,0.08981075467343642,0,0,0,0,0,35,1,2,2,1,1,1,1,1,1,2,0,0,2
6960-hvyxr,0.5746268656716418,0.006600507731363951,1,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,2,0
9337-srrni,0.07014925373134329,0.19097622894068775,0,1,0,0,1,66,1,2,2,1,1,1,1,1,1,2,1,1,5
0895-uadgo,0.2616915422885572,0.03746249711516271,0,1,0,0,1,8,0,1,0,2,0,0,2,0,2,2,1,3,0
5678-vfneq,0.854228855721393,0.8531560120009232,0,0,0,1,0,71,1,2,1,2,0,2,0,2,2,1,1,1,5
5977-ckhon,0.7393034825870646,0.463904915762751,0,0,0,1,1,43,1,2,1,0,0,2,0,0,2,0,1,0,3
7024-ohcck,0.7522388059701491,0.01754558042926379,1,0,1,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,0
2692-bucfv,0.827860696517413,0.3380798522963305,0,1,1,0,0,29,1,0,1,0,2,2,0,2,2,0,1,0,2
7861-uvuft,0.6572139303482587,0.14881144703438728,1,0,0,1,0,15,1,0,1,0,0,2,0,2,0,0,1,2,1
1830-ggfnm,0.7592039800995024,0.6992787906762059,0,1,0,1,1,65,1,2,1,2,2,2,2,0,0,2,0,1,5
5302-bdjnt,0.7686567164179104,0.3922686360489268,0,1,0,0,0,35,1,2,1,0,0,2,2,2,0,0,0,2,2
5223-uzavk,0.8164179104477611,0.7598661435495039,0,1,0,0,0,64,1,0,1,2,2,0,0,2,2,1,1,1,5
4859-zsrdz,0.37064676616915426,0.3632702515578121,0,0,0,1,1,58,0,1,0,0,0,2,2,2,2,2,1,1,4
5651-wyiph,0.3144278606965174,0.09773251788599124,0,0,1,0,0,18,1,0,0,0,2,0,0,0,0,0,1,1,1
9350-vlhmb,0.7094527363184079,0.7332448649896146,0,1,0,1,1,67,1,2,1,0,2,0,0,0,2,0,1,0,5
3498-lzgqz,0.008955223880596996,0.13365451188552965,0,1,0,1,1,63,1,0,2,1,1,1,1,1,1,2,1,3,5
8785-cjshh,0.8114427860696517,0.6885471959381491,0,0,0,1,0,60,1,2,1,0,2,0,0,2,2,0,1,2,4
5357-tzhpp,0.6582089552238807,0.08235633510270021,1,1,1,0,0,9,1,2,1,0,0,0,0,0,2,0,1,1,0
3870-spzsi,0.9432835820895521,0.9058677590583891,0,0,0,1,1,70,1,2,1,2,2,2,2,2,2,2,1,1,5
0680-dfnny,0.8243781094527362,0.17138818370643896,1,1,0,1,0,15,1,2,1,0,0,2,0,2,2,0,1,2,1
7560-qrbxh,0.01691542288557213,0.1059196861297023,0,0,0,0,1,48,1,0,2,1,1,1,1,1,1,1,0,3,3
7077-xjmet,0.5562189054726369,0.08338333717978307,0,1,0,1,0,12,1,0,0,0,0,2,2,2,2,0,1,2,0
8752-ghjfu,0.7338308457711442,0.7577198246018925,0,1,1,1,0,71,1,2,1,2,2,2,2,0,0,1,1,2,5
6896-srvyq,0.553233830845771,0.35813524117239787,0,1,1,0,0,44,1,0,1,0,0,2,0,0,0,0,0,2,3
7767-uxagj,0.3203980099502488,0.003652204015693515,1,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,2,0
4652-odevh,0.061691542288557194,0.12340756981306256,0,1,0,1,1,45,1,2,2,1,1,1,1,1,1,2,0,3,3
6510-upnks,0.06517412935323383,0.06883798753750289,0,0,0,0,0,23,1,2,2,1,1,1,1,1,1,1,0,1,1
6718-bdghg,0.46368159203980097,0.33341795522732515,0,0,0,1,0,43,1,2,0,0,0,0,2,2,0,1,1,0,3
9046-dqmtp,0.02487562189054726,0.08321024694207248,0,1,0,0,0,35,1,0,2,1,1,1,1,1,1,0,0,0,2
6439-lajxl,0.5044776119402985,0.06635702746365106,0,1,0,1,0,9,1,0,0,2,2,0,2,2,0,0,1,3,0
1571-savhk,0.8129353233830846,0.1285425801984768,1,1,0,0,0,12,1,2,1,0,0,0,2,2,2,0,1,3,0
9052-vkduw,0.9069651741293533,0.8318312947149781,0,0,1,1,0,65,1,2,1,2,2,2,0,2,2,0,1,1,5
9546-cqjsu,0.7278606965174129,0.02017078236787445,1,0,0,0,0,2,1,2,1,0,0,2,0,2,0,0,1,2,0
1666-jzpzt,0.30597014925373134,0.14684398799907686,0,1,0,0,0,27,1,2,0,0,0,0,0,0,0,0,0,3,2
5777-kjirb,0.31840796019900497,0.2313351027002077,0,0,0,0,0,40,1,0,0,0,0,2,0,0,0,1,1,3,3
0506-lvngn,0.5701492537313433,0.03817793676436649,1,0,1,0,0,5,1,0,1,0,0,2,0,0,0,0,1,1,0
7677-sjjjk,0.01641791044776117,0.015595430417724439,0,1,0,1,1,8,1,0,2,1,1,1,1,1,1,1,0,1,0
2480-ejwyp,0.7915422885572139,0.6277405954304177,0,0,1,1,0,58,1,2,1,0,2,0,0,2,2,1,1,0,4
3253-hkokl,0.8164179104477611,0.6030060004615739,0,0,0,1,1,52,1,0,1,2,0,2,0,2,2,1,0,2,4
7055-hneoj,0.37363184079601985,0.015664666512808678,0,1,0,1,0,3,1,0,0,0,0,2,2,0,0,0,1,3,0
5514-yqent,0.9243781094527362,0.517926378952227,0,1,0,0,1,41,1,0,1,2,2,2,2,2,2,2,1,2,3
3211-aapkx,0.7990049751243781,0.23230440803138705,0,1,0,0,0,20,1,2,1,0,0,0,2,2,2,0,1,3,1
8445-dnbae,0.31641791044776113,0.0036060466189706897,0,1,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,2,0
2951-qoqtk,0.6223880597014925,0.03619316870528502,1,1,0,0,1,4,1,2,1,0,0,0,2,0,0,0,0,1,0
2958-nhpps,0.025870646766169153,0.05251557812139396,0,1,0,0,0,23,1,0,2,1,1,1,1,1,1,0,0,2,1
6806-ydeul,0.01243781094527363,0.010154627279021462,0,0,1,0,0,6,1,0,2,1,1,1,1,1,1,0,0,0,0
1735-xmjvh,0.010945273631840807,0.015439649203784905,0,1,0,1,1,8,1,0,2,1,1,1,1,1,1,0,1,3,0
6890-pfrqx,0.5099502487562189,0.13623355642741752,0,1,0,0,0,18,1,2,0,2,0,2,0,2,0,0,0,3,1
0222-cnvpt,0.3039800995024875,0.2926667435956612,0,1,1,0,0,52,0,1,0,2,0,0,0,2,2,0,1,1,4
5899-ouvkv,0.7587064676616915,0.34161089314562654,0,1,0,0,0,31,1,0,1,0,2,0,0,2,2,0,1,2,2
8681-icons,0.023880597014925342,0.07339603046388185,0,1,0,1,1,29,1,0,2,1,1,1,1,1,1,0,1,3,2
1621-yncjh,0.8736318407960199,0.44029540733902606,0,0,0,1,0,36,1,2,1,2,2,2,2,0,2,2,1,1,2
3473-xiiit,0.8134328358208955,0.17493076390491577,1,0,0,1,0,16,1,2,1,0,2,0,0,2,2,0,1,2,1
6362-qhafm,0.8960199004975123,0.527042464804985,0,1,0,1,0,42,1,2,1,0,0,2,2,2,2,1,1,2,3
7893-ixhrq,0.02288557213930348,0.00020193861066235838,1,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,0
3070-bdoqc,0.8099502487562189,0.6833891068543735,0,0,0,0,0,60,1,0,1,0,2,2,0,2,2,2,1,2,4
2952-qayzf,0.6671641791044776,0.04677475190399261,1,1,0,0,0,5,1,2,1,0,2,2,0,0,0,0,1,2,0
6234-pfpxl,0.772636815920398,0.2557292868682206,0,1,0,1,0,22,1,2,1,2,0,0,2,2,0,0,0,1,1
9824-qcjpk,0.01741293532338306,0.07476921301638588,0,1,0,1,0,36,1,0,2,1,1,1,1,1,1,1,0,3,2
4763-pgdpo,0.518905472636816,0.03025617355181168,1,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,2,0
4283-ivyci,0.46467661691542295,0.061043157165935835,0,1,0,0,0,9,1,0,0,2,0,0,2,0,2,0,0,3,0
1866-obpnr,0.5606965174129352,0.006438956842834063,0,1,0,1,1,1,1,0,1,0,2,0,0,0,0,0,0,1,0
8205-mqugy,0.3079601990049751,0.06373759519963074,0,1,0,1,1,12,1,0,0,2,0,0,0,0,0,0,1,2,0
8970-anwxo,0.5522388059701492,0.2005308100623125,0,0,0,0,0,23,1,2,0,0,0,0,2,2,2,1,1,3,1
9480-bqjei,0.7368159203980099,0.6592026309716131,0,1,0,0,0,62,1,2,1,2,2,0,0,0,2,1,1,0,5
5394-svgjv,0.8014925373134327,0.3988864528040619,1,1,0,0,0,37,1,2,1,0,0,0,2,2,2,0,0,0,3
6979-tndeu,0.009452736318407956,0.01593007154396492,0,0,0,0,0,8,1,0,2,1,1,1,1,1,1,0,0,3,0
9777-wjjpr,0.700497512437811,0.30745441957073616,0,1,0,1,0,31,1,2,1,0,0,2,0,2,0,0,0,1,2
9283-lzqoh,0.5587064676616916,0.10130971613201016,1,1,0,1,1,13,1,2,1,0,0,0,0,0,0,0,1,1,1
7079-qrcbc,0.8009950248756219,0.2756173551811678,1,0,0,0,0,24,1,2,1,0,0,2,0,2,2,0,1,2,1
9495-sklkd,0.7731343283582089,0.5120990076159704,0,1,0,1,1,45,1,2,1,0,2,2,0,0,2,0,1,0,3
6048-uwkal,0.8671641791044776,0.8054638818370644,0,0,1,1,0,69,1,2,1,0,2,0,2,2,2,2,0,1,5
5067-dgxll,0.019900497512437804,0.0020770828525271167,0,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,0
5469-ctcwn,0.873134328358209,0.7533925686591276,1,1,0,1,1,61,1,2,1,2,2,0,0,2,2,1,1,2,5
9851-qxeeq,0.8601990049751244,0.4993768751442418,1,1,0,0,0,41,1,2,1,0,2,2,0,2,2,0,1,2,3
6281-fkews,0.30646766169154227,0.25919686129702285,0,0,0,0,0,44,0,1,0,0,0,2,0,2,2,1,1,2,3
8898-kascd,0.17213930348258705,0.14889799215324256,0,1,0,0,0,39,0,1,0,0,0,2,2,0,0,1,0,3,3
9242-tkfsv,0.46616915422885563,0.5464458804523425,0,1,0,1,1,72,0,1,0,2,2,2,2,2,2,2,1,1,5
9290-shcmb,0.7820895522388059,0.14040503115624278,0,0,1,0,0,13,1,0,1,0,0,2,0,2,2,0,1,2,1
